,Model Confidence,Trust Score,Trust Score-D,Trust Score-U
0,0.7688936093503942,0.7061822613564701,0.7013224036268543,0.6766248509144273
1,0.7054343434966793,0.7155032188170558,0.7095646041638102,0.6746168450535197
2,0.7762495013658812,0.6920916637132256,0.6903685172811662,0.689631950799197
3,0.6582022928747417,0.6955583342641566,0.7026226954318844,0.6629650290716074
4,0.7710174267894576,0.700889179875329,0.7121092638790595,0.6820986373013251
