,Model Confidence,Adjusted Trust Score,Trust Score
0,0.584211963924024,0.7142215720012939,0.7142976269643471
1,0.28782876351605857,0.40844385762080576,0.40295310835666187
2,0.37079235822866535,0.424800566952175,0.41760729527415197
3,0.34754979029751465,0.42729510987515784,0.41784379401115573
4,0.3304896443329335,0.32084129947948803,0.30765011623927363
